name,brand,family,notes_top,notes_heart,notes_base
imperial-peacock,alexandre-j,vanilla,rhubarb|almond|heliotrope,black vanilla husk|cinnamon|tonka bean|sugar,balsamic notes|musk
perfume-calligraphy-rose,aramis,amber,saffron|oregano|honeysuckle,turkish rose|myrrh|styrax|lavender,olibanum|labdanum|ambergris|musk
eidesis,aesop,woody,black pepper|olibanum|petitgrain,cedar|olibanum|cumin,sandalwood|cedar|vetiver
quetzaly,daniel-josier,warm spicy,chili pepper|avocado|lime,incense|dahlia|copal,sandalwood|cedar|musk
aromadite,farmacia-ss-annunziata,citrus,citruses|amalfi lemon|green notes,ginger|watercress|floral notes,vanille|spices|amber
palm-springs-for-spencer-hart,floris,citrus,cloves|orange|petitgrain|bergamot|neroli,lavender|ylang-ylang|carnation,sandalwood|vanilla|amber|musk|patchouli
eau-de-passion-intense,franck-olivier,citrus,mint|lemon|bergamot|mandarin orange,cloves|geranium|vetiver,musk|amber|oakmoss
arsenal,gilles-cantuel,woody,galbanum|bergamot|lemon|mandarin orange,neroli|lavender|anise|violet leaf,woody notes|vetiver|incense
rose-pompon-eau-de-parfum,goutal,rose,raspberry|grapefruit,damask rose|violet,vanilla
forbidden,house-of-matriarch,earthy,wormwood|cannabis|absinthe|lantana leaves,tuberose|boletus edulis|cypriol oil or nagarmotha|papyrus|turnera diffusa (damiana)|pepper,precious woods|soil tincture|leather
le-temps-de-reines,id-parfums,warm spicy,geranium|spices,patchouli,sandalwood|benzoin
perfect-amber,jardin-de-parfums,amber,honey|rum,cinnamon|amber|labdanum,tonka bean|caramel|vanilla
lagerfeld-men,karl-lagerfeld,woody,lavender|yuzu,cedar|white woods|cinnamon,musk|amber|vetiver
big-pink-bow,koto-parfums,sweet,pineapple|coconut,gardenia|honeysuckle|frangipani|tiare flower,vanilla|leather
tunisian-opium,kuumba-made,warm spicy,spicy notes,white flowers,patchouli|woody notes
bois-flotte-eau-de-parfum,l-occitane-en-provence,marine,red algae|seagrass|rosemary|green leaves,sea salt|driftwood|nutmeg,cedar|moss|vetiver
roses-et-reines,l-occitane-en-provence,rose,bergamot|cassia,bulgarian rose|grasse rose|turkish rose|moroccan rose|raspberry|blackberry,musk|heliotrope|white cedar extract
fleurs-de-cerisier-happy-cherry-eau-de-toilette,l-occitane-en-provence,floral,lemon|watermelon,cherry blossom|cherry|rose|black currant|violet,woodsy notes
cedre-oranger,l-occitane-en-provence,woody,orange|pine needles|bergamot,virginian cedar|cardamom|red berries,vetiver|musk
bresil-aconchego,l-occitane-au-bresil,citrus,orange|bergamot|red fruits,lavender|rose|freesia,musk|patchouli|amber
amburana,l-occitane-au-bresil,white floral,carambola (star fruit)|nutmeg|mandarin orange,gardenia|cinnamon|citrus blossom|tuberose,sandalwood|musk|vanilla|styrax
scandinavian-crime,laurent-mazzone-parfums,warm spicy,cardamom|pepper|ginger|coriander,agarwood (oud)|patchouli|sandalwood,incense|amber|labdanum|vanila|musk
red-d-amour,laurent-mazzone-parfums,cherry,cherry|saffron|black pepper,black leather|violet|jasmine,tonka bean|palo santo|patchouli|heliotrope
route-du-vetiver,maitre-parfumeur-et-gantier,woody,black currant|green notes,vetiver|woodsy notes|jasmine,sandalwood|musk
santal-noble-2017,maitre-parfumeur-et-gantier,woody,coffee|spices|incense,sandalwood|vetiver|patchouli|vanilla,castoreum|oakmoss|ambergris
eau-du-gantier,maitre-parfumeur-et-gantier,citrus,amalfi lemon|grapefruit|bergamot,lemon verbena|black currant|raspberry,musk|sandalwood
fava-tonka-chocolate,maracuja-brasil,warm spicy,black pepper|sage|bergamot,patchouli|sandalwood|orchid|carnation,chocolate|tonka bean|tobacco|musk|amber
moxi,mirko-buffini-firenze,floral,white wine|bergamot,water lily|rose petals,musk|sandalwood|amber
eau-de-citrus,molinard,citrus,lime|grapefruit|mandarin orange|bergamot,orange blossom|petitgrain|white flowers,tea leaf|white musk|guaiac wood
bracing-silverbirch,molton-brown,woody,nutmeg|cardamom|bergamot|lemon,caraway|jasmine,vetiver|cedar|incense
maharadjah,nicolai-parfumeur-createur,warm spicy,coriander|mint,lavender|cinnamon|cloves|carnation,sandalwood|vanille|patchouli
new-york,nicolai-parfumeur-createur,citrus,amalfi lemon|bergamot|thyme|artemisia,lavender|cinnamon|cloves|chamomile,vanilla|incense|civet|styrax|castoreum|musk
vie-de-chateau,nicolai-parfumeur-createur,green,grass|green notes|grapefruit|fern,hay|tobacco|vetyver,oak moss|leather|patchouli|musk
vie-de-chateau-intense,nicolai-parfumeur-createur,aromatic,thyme|tarragon|grapefruit|bergamot,jasmine,hay|oakmoss|resins|tobacco|vetiver|pine tree|patchouli|musk
perdizione,nobile-1942,citrus,bergamot|grapefruit|lavender,orange blossom|neroli|ylang-ylang|petitgrain|rose,vanilla|cedar|musk
moriah,nuancielo,sweet,bitter almond|sour cherry|liquor,plum|jasmine sambac|turkey red rose,tonka bean|vanilla|cinnamon|cloves|sandalowood|peru balsam|cedar|benzoin|vetiver|patchouli
un-jour-a-st-jean-de-luz,parfums-et-senteurs-du-pays-basque,sweet,orange|mandarin orange|grapefruit,cinnamon|vanilla|saffron|coconut,gingerbread|ginger|honey|almond|marron glace|marzipan|macarons
paul-smith-rose,paul-smith,rose,rose|green tea|violet,turkish rose|magnolia,musk|cedar
vodka-wild,paris-elysees,fresh spicy,bergamot|orange,pepper|black pepper|lavender|patchouli|vetiver|elemi|geranium,ambroxan|cedar|labdanum
the-fantaisie,roger-gallet,citrus,lemon|mandarin orange|orange|cardamom|pine tree|coriander|geranium,black tea|pink pepper|nutmeg|clary sage|palmarosa,cedar|vetiver|benzoin|sandalwood|copahu balm|cypriol oil or nagarmotha
oud-al-melka,royal-crown,oud,saffron|sage|cedar|juniper|cardamom,ylang-ylang|moroccan rose|jasmine sambac,agarwood (oud)|olibanum|gray musk|musk|tonka bean|labdanum
stella-summer-rose,stella-mccartney,rose,green apple|lemon,rose|peony,amber
women-secret,women-secret,citrus,blood mandarin|grapefruit|red apple,red peony|jasmine|yellow freesia,cinnamon|sandalwood|cotton flower
chairman,yves-de-sistelle,warm spicy,spun sugar|apple|basil|bergamot,cinnamon|leather,bourbon vanilla|amber|patchouli|cedar
modern-minimalist,h-m,powdery,cotton flower|eucalyptus|citruses,lily-of-the-valley|rose|jasmine,cashmere wood|white musk|sandalwood|amber
h-m-makassar-patchouli,h-m,woody,lavender|violet leaf|citruses,woodsy notes|violet|jasmine,patchouli|vanilla|amber
i,widian,woody,cardamom|cinnamon,cypress|incense|sandalowood,cedar|musk
san-bernardino-route-66,viking,warm spicy,whiskey|grapefruit|pink pepper|bergamot,cardamom|chinese cinnamon wood|red sandalwood|lavender,tonka bean|vanilla|labdanum|oak tree
princess-of-hearts,vera-wang,sweet,watermelon|wild strawberry|bergamot,lily-of-the-valley|star jasmine,whipped cream|vanilla|musk|cedar
colette,tocca,woody,amalfi lemon|bergamot|juniper berries|mandarin orange,violet|pink pepper|jasmine|cyclamen,vanille|sandalwood|musk|amber|virginia cedar|incense|pine needles
white-soul-gold-diamonds,ted-lapidus,white floral,neroli|mandarin orange,jasmine sambac|orange blossom,amber|vanilla orchid|heliotrope
disclosure,sapil,citrus,citruses,woody notes,musk
lavanda-imperiale,santa-maria-novella,lavender,bergamot|ylang-ylang,lavender,grass
maia,phebo,cacao,cacao|milk|liquor,cacao|jasmine|lily-of-the-valley,coumarin|musk|cedar
white-neroli,mizensir,citrus,tunisian neroli|calabrian bergamot,orange blossom,white musk|incense
blue-ridge,michael-malul-london,citrus,citron|italian mandarin|black currant,ozonic notes|lavender|cedar needles,sandalwood|patchouli|leather
black-avaritia,memoize-london,amber,honey|grapefruit,labdanum|agarwood (oud)|incense|cashmere wood|ambrette (musk mallow)|violet,amber|cedar|sandalwood|vanilla|musk|powdery notes|vetiver
era,memoize-london,amber,saffron,iris|ylang-ylang|jasmine,leather|amber|agarwood (oud)|myrrh
mauboussin-homme,mauboussin,aromatic,lavender|rosemary|bergamot,cinnamon|patchouli|sage,vanilla|sandalwood|musk
oriental-soul,majouri,amber,olibanum|basil,vanilla|rose,amber|kyara incense|agarwood (oud)
lumiere-d-ambre,laura-mercier,floral,lotus|pink pepper|mandarin orange,vanilla orchid|rose|jasmine,amber|musk
shamachanskaya-tzarica-samahanskaa-carica,ladanika,amber,plum|apricot|geranium,cinnamon|dried plum|hazelnut,amber|myrrh|vanilla|tonka bean|benzoin|labdanum|patchouli|musk
joop-go-electric-heat,joop,soft spicy,lavender|lime|mint,licorice|violet,saffron|cedar
relax-eau-de-white-floral,jill-stuart,fruity,big strawberry|black currant|orange|lime|grapefruit|lemon|peach|bergamot,jasmine|lily-of-the-valley|orange blossom|rose|lily|geranium|rosemary|ylang-ylang|basil,vetiver|amber|cedar|musk
rebeca-abravanel,jequiti,fruity,red fruits|orchid|apple,jasmine|caramel|ylang-ylang,vanilla|musk|amber
collection-heritage-que-sais-je,jean-patou,floral,peach|orange blossom|apricot|bergamot,carnation|rose|jasmine,honey|patchouli|amber
bianco-d-ambra,helan,amber,amber|nutmeg,amber|iris,amber|oakmoss
halston-night,halston,woody,green notes|peach,rose|tuberose,moss|woody notes|amber
halston-woman,halston,woody,tagetes|black currant|bergamot,jasmine|orris root|rose,amber|patchouli|sandalwood
dream-more,gap,floral,tangerine|osmanthus,freesia|orange blossom|asian lily|violet|water lily,woody notes|musk|carnation
heaven,gap,white floral,green leaves|lemon|orange blossom,jasmine|lily-of-the-valley|freesia|carnation,musk|sandalwood|moss
mensonge,fragonard,aromatic,bergamot|grapefruit|ginger|cardamom,caraway|nutmeg|jasmine|clove|rose|celery seeds,lavender|vetyver|sandalwood|virginia cedar
suivez-moi,fragonard,lavender,lavender|bergamot|lime|pineapple,lily-of-the-valley|orange|iris,vanilla|musk|amber
belle-de-nuit-parfum,fragonard,floral,gardenia|mirabilis|ylang-ylang,rose|violet|geranium,plum|musk|woodsy notes
rose-ambre,fragonard,amber,black currant|bergamot,almond|rose,amber|vanilla|tonka bean|patchouli
santal,fragonard,woody,cypress|green mandarin|lemon,myrtle|rosemary,sandalwood|musk
mon-oranger,fragonard,yellow floral,orange blossom|violet leaves|bitter orange,broom|mimosa|cassis,musk|sandalwood
miss-fenjal-classic,fenjal,citrus,bergamot|orange,rose|jasmine,patchouli|cedar
club-6-voyage,eudora,warm spicy,black pepper|nutmeg|bergamot|mandarin orange,columbian coffee|rum|ceylon cinnamon|oak|rosemary|artemisia,caramel|amber|musk|patchouli|sandalwood|cedar
colere-d-epices,esteban,warm spicy,cardamom|ginger,cyclamen|heliotrope|clove,musk|amber|benzoin
vaniglia-piccante,erbario-toscano,amber,nutmeg|caramel|labdanum|thyme|eucalyptus,incense|sandalwood|patchouli|cedar|peach blossom,vanilla|amber|allspice|white musk
l-orientale-2021,eau-jeune,amber,pomegranate,peony|jasmine,tonka bean|myrhh
emperor-hind,dixit-zak,amber,pink grapefruit|jasmine sambac|lemon|sweet orange|rose|osmanthus,champaca|jasmine sambac|patchouli,ambergris|indian oud|myrrh|musk|choya nakh|hyrax|sandalwood|styrax|civet|olibanum|amber|saffron|nard himalayan (jatamansi)
summer-essence,david-yurman,floral,apple blossom|pear|peach,hyacinth|orchid|lily-of-the-valley,musk|sandalwood|amber
libertine-neroli,francesca-bianchi,citrus,petitgrain|bergamot,tunisian neroli|iris|geranium,oakmoss|labdanum|leather|animal notes|benzoin
mademoiselle-charrier,charrier-parfums,warm spicy,plum|star anise|coriander|pimento,rose|cloves|tuberose|cinnamon,opoponax|amber|sandalwood|musk
intense-gold,caline,amber,mandarin orange|apple|peppermint,cinnamon|nutmeg|lavender|rose,tonka bean|amber|cedar|leather|musk
brutal,bybozo,woody,tangerine|lemon,vetiver|patchouli|jasmine,vanilla
chypre-du-nord,bortnikoff,citrus,bergamot|orange,peach|nutmeg,oakmoss|birch tar|natural musk|benzoin|tonka bean|cedar
tabac-dore,bortnikoff,amber,ambrette (musk mallow)|vanilla absolute|pink pepper,tobacco|benzoin|cinnamon|fig,agarwood (oud)|peru balsam|tolu balsam|labdanum|cedar|sandalwood
vento-nel-vento,bois-1920,amber,elemi|pink pepper|peony,black licorice|incense|white musk,labdanum|benzoin|agarwood (oud)|sandalwood|patchouli
portraits-of-portofino,birkholz,citrus,bergamot|mandarin orange|lemon,magnolia|jasmine|white flowers,amber|musk|woody notes
seleto-herbo,avatim,green,pomelo|mint|juniper|lime|iran galbanum|aquatic notes|violet leaves,saffron|black pepper|violet leaves,vetiver|amber|musk|frankincense|patchouli|tonka
eau-d-aviateur,atelier-flou,citrus,citruses|bergamot|orange,petitgrain|violet leaf|flowers,civet|tea|musk|sandalwood
historic-olmeda,afnan,fresh spicy,grapefruit|juniper|pink pepper|cardamom,calabrian bergamot|cedar|nutmeg|jasmine,apple|ambergris|musk|patchouli
emir-you-re-drugged,paris-corner,warm spicy,cinnamon|whiskey,cardamom|nutmeg,coffee|vanilla
eau-de-soin,lancaster,white floral,freesia|bergamot,orange blossom|neroli|jasmine,white musk
amber-oud-white-edition,al-haramain-perfumes,citrus,bergamot|orange,jasmine|rose|freesia|cyclamen,patchouli|musk|vetiver|vanilla
manege-rouge,al-haramain-perfumes,sweet,saffron|orange|jasmine,caramel|cotton candy,oakmoss|amber
italiano-nero,armaf,citrus,bergamot|lemon,lavender|cypress,amber|patchouli
mignon-black,armaf,white floral,bergamot|pear|lemon,jasmine|lily|neroli|honeysuckle|rose,sandalwood|vanilla|musk
prowl,avon,warm spicy,cardamom|mandarin orange,geranium|orchid|jasmine|pink peony,amber|sandalwood|patchouli
azzaro-pour-elle-extreme,azzaro,warm spicy,cardamom|saffron|rose,rose|lily,cashmere wood|agarwood (oud)|incense|peach
wanted-girl-by-night,azzaro,sweet,whipped cream|rum,night blooming cereus,patchouli
forever-sunshine,bath-body-works,citrus,mandarin orange|apricot|tangerine|red berries,peony|freesia|gardenia,vanille|sandalwood|musk
lavender-sandalwood,bath-body-works,powdery,lavender|lemon|acai berry,pink peony|white magnolia|iris petals,sandalwood|musk|vanilla|amber
bleecker-street,bond-no-9,fruity,violet leaf|blueberry|cassis|thyme,cedar|jasmine|cinnamon,oakmoss|suede|patchouli|amber|vanilla|caramel
rocker-femme-fantasy,britney-spears,vanilla,whipped cream|coconut|blackberry,gardenia|violet|jasmine,vanilla|cashmere wood|musk|amber
jasmin-noir-l-essence,bvlgari,sweet,pink pepper|bergamot,jasmine|almond,myrhh|tonka bean|woodsy notes|licorice
yasep,bvlgari,woody,sicilian mandarin|sichuan pepper,sandalwood|cedar,amyris|musk|vetiver
casablanca-lily-2019,byredo,white floral,gardenia|plum,indian tuberose|carnation,honey|palisander rosewood
la-panthere-eau-de-parfum-edition-limitee,cartier,fruity,dried fruits|strawberry|rhubarb|bergamot|anise,gardenia|rose|orange blossom|ylang-ylang|pear,moss|musk|leather|patchouli
santos-de-cartier,cartier,fresh spicy,lavender|juniper berries|basil|lemon verbena|bergamot|galbanum|neroli,pepper|nutmeg|vetiver|rosemary|geranium|cloves|clary sage,sandalwood|amber|coconut|patchouli|vanilla|cedar
une-fleur-de-chanel,chanel,white floral,green notes|citruses,jasmine|camellia,sandalwood
coco-mademoiselle-eau-de-toilette,chanel,citrus,orange|bergamot|grapefruit,litchi|rose|italian jasmine,patchouli|tahitian vetiver|bourbon vanilla|white musk
summer-sun,clean,citrus,sea notes|clementine|bergamot|apple,juniper berries|honeysuckle|orange blossom,musk|white woods|white amber|sandalwood
bois-du-portugal,creed,woody,bergamot,lavender,sandalwood|cedar|vetiver|ambergris
spirit-of-the-glen,ds-durga,woody,pear|pineapple|grass,oak|chamomile|hay,malt|oak|coal|woody notes|whiskey
cool-water-game-happy-summer,davidoff,fruity,green apple|water notes,mango|floral notes|daiquiri,raspberry|musk|sandalwood|moss
diorella,dior,citrus,green notes|sicilian lemon|bergamot|melon|basil,honeysuckle|moroccan jasmine|peach|carnation|cyclamen|rose,oakmoss|vetiver|patchouli|musk
forever-and-ever,dior,floral,freesia|water jasmine|ivy,rose|almond blossom|geranium,nutmeg|musk|vanilla
remember-me,dior,floral,hiacynth|yuzu|bergamot,lily-of-the-valley|lilac|mimosa|violet|jasmine,iris|cedar|sandalwood
dior-addict-eau-fraiche-2004,dior,citrus,orange blossom|mandarin leaf|mandarin orange|vanilla|orange|bergamot,gardenia|tuberose|freesia|jasmine|bulgarian rose,tonka bean|brazilian rosewood|sandalwood
dune-pour-homme,dior,woody,fig leaf|cassis|sage|basil,fig wood bark|rose|mignonette,sandalwood|cedar|tonka bean|vanilla
grand-bal-2018,dior,white floral,orange blossom|bergamot,jasmine|ylang-ylang|peach|hedione,white musk|sandalwood
the-one-gold-limited-edition,dolce-gabbana,fruity,peach|litchi|mandarin orange|bergamot,plum|jasmine|lily|lily-of-the-valley,vanilla|amber|musk|vetiver|moss
velvet-amber-skin,dolce-gabbana,amber,lavender|citruses|bergamot|silk tree blossom,resins|iris|labdanum|leather|rose|jasmine,tolu balsam|vanilla|myrrh|opoponax|cinnamon|amberwood|honey|clove
velvet-desire,dolce-gabbana,white floral,frangipani|gardenia|amaryllis,indian tuberose|champaca|jasmine|orange blossom,peru balsam|cinnamon|vanilla|amber
escada-margaretha-ley,escada,white floral,hyacinth|peach|coconut|bergamot,ylang-ylang|jasmine|clove|african orange flower|iris,sandalwood|vanille|musk
escada-sentiment-pour-homme,escada,woody,juniper berries|lime,pink pepper|nutmeg,sandalwood|cedar|vetiver
beautiful-absolu,estee-lauder,white floral,tuberose|marigold|lily|rose|orange,ylang-ylang|orange blossom|jasmine|lily-of-the-valley,amber|sandalwood|vetiver
bronze-goddess-eau-fraiche-skinscent-2017,estee-lauder,citrus,bergamot|mandarin orange|orange|lemon,tiare flower|lavender|orange blossom|magnolia|jasmine,coconut|vanilla|myrrh|vetiver|sandalwood|amber
sensuous-parfum,estee-lauder,woody,ylang-ylang|lily|jasmine|magnolia,amber|woodsy notes,sandalwood|white honey|pepper|mandarin orange
musc-ravageur,frederic-malle,warm spicy,lavender|tangerine|bergamot,cinnamon|cloves,musk|vanilla|tonka bean|amber|sandalwood|guaiac wood|cedar
armani-code-summer-pour-homme-2011,giorgio-armani,citrus,grapefruit|bergamot|neroli|sea water,olive leaf|rose|tarragon|virginia cedar,amber|musk|guaiac wood|oak moss
armani-prive-jahwara-oriental,giorgio-armani,amber,incense|spices|myrhh|iris,opoponax|labdanum|ambroxan,bourbon vanilla|amberwood|guaiac wood|cedar
emporio-armani-stronger-with-you-tobacco,giorgio-armani,warm spicy,black pepper|pink pepper|cardamom|sage|elemi,tobacco|chili pepper|chestnut|cinnamon leaf,bourbon vanilla|amber|guaiac wood|benzoin
armani-prive-rouge-malachite,giorgio-armani,white floral,tuberose|pink pepper|clary sage,tuberose|jasmine sambac|ylang-ylang|benzoin|cashmeran|orange blossom,tuberose|amber
acqua-di-parma-blu-mediterraneo-ginepro-di-sardegna,acqua-di-parma,fresh spicy,juniper|allspice|pepper|nutmeg|bergamot,cypress|sage,virginia cedar
beach-hut-man,amouage,green,mint|galbanum|orange blossom,ivy|vetiver|moss,woody notes|myrrh|patchouli
givenchy-lights,givenchy,green,melon|mint|yuzu|violet leaf,lime (linden) blossom|peony,musk|woody notes|white amber
harvest-2008-amarige-ylang-ylang,givenchy,yellow floral,ylang-ylang|petitgrain|almond|neroli,white flowers|mimosa,woodsy notes
equivoque,givenchy,oud,guatemalan cardamom,atlas cedar|virginian cedar|guaiac wood,agarwood (oud)
organza-eau-d-ete-parfumee,givenchy,woody,green notes|bergamot|gardenia|grapes|neroli,walnut|tuberose|peony|jasmine|honeysuckle|iris,woody notes|vanilla|amber|guaiac wood|cedar
very-irresistible-for-men,givenchy,woody,mint|grapefruit,coffee|sesame,hazelnut|virginia cedar
damascus,gritti,warm spicy,cinnamon|orange|neroli,myrrh|tobacco|sandalwood,patchouli|amber
aroma-allegoria-aromaparfum-apaisant,guerlain,yellow floral,freesia|wormwood,lime (linden) blossom|chamomile|mimosa|ylang-ylang,vanilla
l-instant-de-guerlain-fleur-de-mandarine,guerlain,citrus,mandarin orange|bitter orange|bergamot,mandarin blossom|black currant|magnolia|hiacynth,vanilla|cedar|musk
l-instant-de-guerlain-pour-homme-cristaux-d-agrumes,guerlain,citrus,grapefruit|petitgrain|italian lemon|bergamot,patchouli|citruses,amber|exotic woods|cedar
eau-de-cologne-du-coq,guerlain,citrus,neroli|bergamot|citruses|lemon|orange,lavender|jasmine|patchouli,oakmoss|sandalwood
l-heure-bleue-eau-de-toilette,guerlain,warm spicy,aromatic spices|bergamot,violet|carnation|neroli|tuberose|rose,iris|benzoin|vanilla|tonka bean
nahema,guerlain,floral,rose|peach|aldehydes|green notes|bergamot,bulgarian rose|hiacynth|ylang-ylang|lilac|jasmine|lily-of-the-valley,peru balsam|sandalwood|passionfruit|vanilla|vetiver
hiris,hermes,iris,iris|coriander|carnation|amber,iris|neroli|rose,cedar|almond tree|honey|vanilla
classique-eau-de-parfum,jean-paul-gaultier,vanilla,rum|tincture of rose,vanilla orchid|narcissus,vanille|amber|tonka bean|sandalwood
scandal-by-night,jean-paul-gaultier,sweet,honey|bitter orange|citruses,cherry|tuberose|orange blossom|pear|nard himalayan (jatamansi),tonka bean|vanilla|patchouli|sandalwood|amberwood|white musk
jimmy-choo-limited-edition-parfum,jimmy-choo,sweet,orange,orchid,patchouli|toffee
viva-la-juicy-bowdacious,juicy-couture,sweet,melon|pear|italian mandarin,tiare flower|jasmine sambac|white ginger lily,coconut milk|tonka bean|driftwood
time-for-peace,kenzo,citrus,mandarin orange|bergamot|black currant,freesia|jasmine,musk|amber
lalique-de-lalique-20th-anniversary-chevrefeuille-extrait-de-parfum,lalique,powdery,jasmine|iris|rose|clove,cassis|blackberry|pear,white musk|sandalwood|vanilla
terres-aromatiques,lalique,aromatic,cardamom|pineapple|lemon,thyme|lavender|freesia,tonka bean|vetiver
l-autre-oud-eau-de-parfum,lancome,woody,saffron|cypriol oil or nagarmotha|labdanum|clary sage,agarwood (oud)|turkish rose|bulgarian rose,agarwood (oud)|guaiac wood|myrrh|patchouli|gurjan balsam|vetiver|amyris|moss
al-fursan,lattafa-perfumes,sweet,pink pepper|cardamom,honey|mint,dark chocolate|agarwood (oud)|vanilla|guaiac wood|amber|patchouli|oakmoss
oud-lail-maleki,lattafa-perfumes,sweet,spices|fruits|citruses,honey|jasmine|gardenia|orchid,amber|caramel|musk|sandalwood
qimmah-for-women,lattafa-perfumes,vanilla,almond|coffee,tuberose|jasmine|tonka,vanilla|cacao|sandalwood
ra-ed-oud,lattafa-perfumes,leather,saffron|bergamot|lavender,cypriol oil or nagarmotha|rose|incense,leather|oud|sandalwood|amber
hayaati,lattafa-perfumes,fruity,apple|bergamot,cinnamon|woodsy notes,musk|vanilla
haya,lattafa-perfumes,white floral,champagne|strawberry|tangerine|blood orange|rose,gardenia|jasmine|vanilla orchid,amber|sandalwood|chestnut
the-noir-29,le-labo,woody,fig|bay leaf|bergamot,cedar|vetiver|musk,tobacco|hay
lolita-lempicka-edition-d-ete,lolita-lempicka,citrus,citron|lemon verbena,violet|jasmine sambac,iris|white musk
sex-sea,lorenzo-pazzaglia,citrus,mint|citruses|yuzu|bergamot|wormwood|pink grapefruit|orange|mandarin orange|citron|pink pepper,sea notes|myrtle|fig|ozonic notes|white flowers|cedar|oakmoss,salt|algae|ambergris|patchouli
van-sea,lorenzo-pazzaglia,vanilla,bourbon vanilla|madagascar vanilla|tahitian vanilla|vanilla|yuzu|wormwood|mint,vanilla|sea notes|caramel|myrtle|white flowers,black vanilla husk|salt|tonka bean|ambergris|algae|patchouli|agarwood (oud)
vanille-vanille,m-micallef,vanilla,coconut|star anise,praline|iris|ylang-ylang,madagascar vanilla|benzoin
ylang-in-gold-nectar,m-micallef,sweet,peach|exotic fruits|tangerine|litchi|geranium|bitter orange|artemisia|sage|rosemary,ylang-ylang|sandalwood|magnolia|lily-of-the-valley|rose|mint,vanilla|coconut|musk|moss
woody-oud,maison-alhambra,woody,agarwood (oud),sandalwood,agarwood (oud)|amberwood|cambodian oud
jazz-club,maison-martin-margiela,tobacco,pink pepper|neroli|lemon,rum|java vetiver oil|clary sage,tobacco leaf|vanilla bean|styrax
oriental-express,mugler,powdery,basil,vanilla|sandalwood,carrot seeds
biografia-assinatura,natura,woody,black pepper|pink pepper|mandarin orange|violet,rosemary|lavender|sage|leather,palo santo|breu-branco|oakmoss|tonka bean|vetiver|cashmeran
ilia,natura,white floral,raspberry|red currant|orange blossom|bergamot|lemon|pink grapefruit,jasmine|gardenia|peony|freesia|rose|lily-of-the-valley,vanilla|tonka bean|musk|woody notes
ilia-secreto,natura,fruity,grapes|plum|pear|mandarin orange,jasmine|orchid|lily-of-the-valley|freesia,tonka bean|coffee|sandalwood|cedar|ishpink|ocotea quixos
k,natura,fresh spicy,water notes|pineapple|green leaves|apple|bergamot|lemon|mandarin orange|nutmeg,black|pink pepper|lavender|juniper|violet|rhubarb|geranium|sage|rose|rosemary,tonka bean|vanilla|herbal notes|sandalwood|amber|cedar|musk|oakmoss|patchouli
frescor-de-buriti,natura,citrus,buriti|mandarin orange|lemon|apple|pear,ginger|lily-of-the-valley|rose|pepper,musk|cedar|amber
capricci,nina-ricci,white floral,bergamot,hyacinth|orris root|rose|narcissus|rosemary|jasmine|lily-of-the-valley|geranium|gardenia|ylang-ylang|tuberose,oakmoss|vetiver|musk|sandalwood|benzoin
rhea,o-boticario,woody,saffron|pink pepper|mandarin orange,rose|nutmeg|iris|violet,patchouli|cedar|sandalwood|vanilla|amber
egeo-seduza,o-boticario,sweet,strawberry,strawberry|vanilla,sugar|milk
make-b-universe-collection,o-boticario,amber,cloves|pink pepper|mandarin orange|lemon|basil,rose|jasmine sambac|lavender|lily-of-the-valley,vanilla|amber|incense|patchouli|myrrh|opoponax
malbec-black,o-boticario,warm spicy,cinnamon|cardamom|ginger|juniper|lemon|bergamot,sage|geranium,vanilla|benzoin|sandalwood|olibanum|amber|cashmeran|patchouli
baunilha-de-madagascar,o-boticario,sweet,apricot|sicilian lemon|bergamot|pepper,osmanthus|peony|magnolia|green notes,vanilla|praline|musk|sandalwood|cedar
quasar-brave,o-boticario,fresh spicy,pepper|bergamot|lavender|pear|grapefruit|rose,black tea|geranium|magnolia,amber|cedar|sandalwood|oakmoss|patchouli
damask,ormonde-jayne,rose,black currant|pear|italian lemon,rose|pink pepper|jasmine,musk|mineral notes|vetiver|amber
invictus-parfum,paco-rabanne,musky,marine notes|lavender|pink pepper,soap|violet leaf|myrtle,musk|cashmeran|sandalwood
endymion,penhaligon-s,aromatic,lavender|bergamot|sage|mandarin orange,coffee|geranium,sandalwood|leather|cardamon|myrhh|nutmeg|black pepper|incense|musk|vetiver|olibanum
tender-romance,ralph-lauren,amber,pear|ginger|bergamot,white magnolia|white ginger lily|jasmine,benzoin|cashmere wood|musk
woman-by-ralph-lauren,ralph-lauren,white floral,pear|black currant|rhubarb,tuberose|orange blossom|turkish rose,hazelnut|sandalwood|woody notes
qasamat-bareeq,rasasi,warm spicy,tagetes|bergamot|artemisia|green apple|orange,saffron|caramel|chamomile|jasmine|rose|violet|clove,musk|leather|ambergris|cedar|patchouli|vetiver|moss|benzoin
beguiled,roja-dove,woody,tangerine|bergamot|lemon,ylang ylang|jasmine|rose,sandalwood|orris|raspberry leaf|pink pepper|oakmoss|pepper|patchouli
reckless,roja-dove,woody,aldehydes|citruses|bergamot|tarragon,jasmine|ylang-ylang|peach|rose|geranium|violet|amaryllis,oak moss|musk|tonka bean|leather|sandalwood|orris root|cinnamon|vetiver|castoreum|clove
unspoken,roja-dove,woody,lavender|aldehydes|bergamot,ylang-ylang|jasmine|rose|neroli,sandalwood|resins|orris root|spicy notes|oakmoss|labdanum|ginger|amber|vanilla|patchouli|vetiver|green notes|cedar
